run,time
1,1.203
2,1.06
3,1.197
4,1.156
5,0.978
6,1.09
7,1.091
8,1.066
9,0.982
10,0.958
11,1.196
12,1.054
13,1.009
14,0.989
15,1.113
16,0.968
17,0.953
18,1.035
19,1.017
20,1.027
21,1.105
22,1.119
23,1.007
24,0.993
25,1.023
26,0.963
27,1.049
28,1.161
29,1.134
30,1.077
