run,time
1,0.242
2,0.195
3,0.223
4,0.267
5,0.235
6,0.26
7,0.189
8,0.198
9,0.257
10,0.22
11,0.224
12,0.2
13,0.361
14,0.608
15,0.329
16,0.254
17,0.19
18,0.238
19,0.349
20,0.413
21,0.625
22,0.229
23,0.231
24,0.269
25,0.287
26,0.2
27,0.197
28,0.261
29,0.297
30,0.205
