run,time
1,2.579
2,2.551
3,2.425
4,2.582
5,2.538
6,2.543
7,2.444
8,2.466
9,2.709
10,2.855
11,2.798
12,2.828
13,2.941
14,2.731
15,2.851
16,2.872
17,2.768
18,2.889
19,2.871
20,2.698
21,2.664
22,2.632
23,2.822
24,2.942
25,2.884
26,2.765
27,2.947
28,2.864
29,2.78
30,2.88
