run,time
1,0.228
2,0.222
3,0.236
4,0.175
5,0.187
6,0.284
7,0.187
8,0.392
9,0.266
10,0.203
11,0.246
12,0.509
13,0.277
14,0.284
15,0.278
16,0.276
17,0.218
18,0.247
19,0.196
20,0.201
21,0.301
22,0.275
23,0.244
24,0.154
25,0.263
26,0.221
27,0.253
28,0.187
29,0.171
30,0.274
