run,time
1,0.787
2,0.937
3,0.78
4,0.82
5,0.885
6,0.866
7,1.108
8,0.966
9,0.974
10,0.883
11,0.969
12,1.244
13,0.93
14,1.493
15,0.96
16,0.936
17,0.882
18,1.153
19,0.89
20,0.848
21,0.916
22,0.724
23,0.846
24,0.817
25,0.824
26,0.888
27,0.867
28,0.743
29,0.83
30,0.829
