run,time
1,1.989
2,1.836
3,1.988
4,1.945
5,1.903
6,1.844
7,1.862
8,1.972
9,1.898
10,1.948
11,2.052
12,2.02
13,2.058
14,1.984
15,2.005
16,1.97
17,2.069
18,2.081
19,1.956
20,1.99
21,1.94
22,1.974
23,2.272
24,2.199
25,2.139
26,2.036
27,2.138
28,2.017
29,2.166
30,2.127
