run,time
1,2.153
2,2.144
3,2.064
4,2.342
5,2.326
6,2.209
7,2.155
8,2.213
9,2.213
10,2.107
11,2.171
12,2.207
13,2.312
14,2.302
15,2.263
16,2.116
17,2.229
18,2.15
19,2.265
20,2.221
21,2.308
22,2.34
23,2.196
24,2.422
25,2.173
26,2.256
27,2.175
28,2.16
29,2.23
30,2.108
