run,time
1,0.598
2,0.596
3,0.59
4,0.516
5,0.587
6,0.47
7,0.496
8,1.016
9,0.5
10,0.517
11,0.584
12,0.601
13,0.627
14,0.594
15,0.516
16,0.612
17,1.033
18,0.527
19,0.522
20,0.539
21,0.575
22,0.452
23,0.615
24,0.578
25,0.686
26,0.667
27,0.62
28,0.588
29,0.507
30,0.51
