run,time
1,0.607
2,0.468
3,0.811
4,0.505
5,0.57
6,0.517
7,1.085
8,0.487
9,0.559
10,0.57
11,0.592
12,0.892
13,0.51
14,0.593
15,0.512
16,1.042
17,0.544
18,0.564
19,0.619
20,1.034
21,0.911
22,0.578
23,0.454
24,0.602
25,0.542
26,0.602
27,0.528
28,0.468
29,0.821
30,0.635
