run,time
1,0.644
2,0.611
3,0.597
4,0.733
5,0.806
6,0.982
7,1.023
8,1.115
9,0.917
10,0.665
11,0.782
12,0.962
13,0.67
14,0.845
15,0.638
16,0.673
17,0.773
18,0.577
19,0.579
20,0.628
21,0.643
22,0.634
23,0.62
24,1.13
25,1.172
26,0.894
27,1.095
28,1.22
29,0.971
30,0.787
