run,time
1,1.992
2,1.951
3,1.805
4,2.044
5,2.039
6,2.188
7,1.884
8,1.926
9,1.904
10,2.017
11,2.244
12,2.254
13,1.97
14,2.24
15,1.97
16,2.011
17,1.99
18,1.892
19,1.982
20,2.051
21,1.915
22,1.928
23,2.117
24,1.963
25,1.878
26,1.858
27,1.932
28,1.876
29,2.12
30,2.009
