run,time
1,0.581
2,0.559
3,0.693
4,0.59
5,0.521
6,0.524
7,0.499
8,0.611
9,0.47
10,0.557
11,0.505
12,0.65
13,0.96
14,0.596
15,0.564
16,0.547
17,0.563
18,0.639
19,0.518
20,0.605
21,0.533
22,1.107
23,0.481
24,0.553
25,0.574
26,0.619
27,0.48
28,0.659
29,0.523
30,0.511
