run,time
1,1.055
2,0.962
3,0.95
4,0.943
5,0.913
6,0.918
7,0.963
8,0.876
9,0.888
10,0.99
11,0.953
12,0.999
13,0.841
14,0.93
15,0.958
16,0.948
17,0.978
18,0.913
19,0.794
20,0.993
21,1.038
22,0.846
23,0.926
24,0.895
25,0.84
26,0.908
27,0.865
28,0.926
29,0.919
30,0.864
