run,time
1,0.908
2,1.073
3,1.174
4,0.956
5,1.0
6,0.929
7,1.039
8,1.058
9,0.981
10,0.929
11,1.073
12,0.987
13,1.152
14,1.028
15,1.003
16,1.008
17,1.074
18,1.023
19,1.022
20,0.985
21,1.044
22,1.006
23,0.981
24,1.016
25,0.983
26,0.977
27,0.993
28,1.006
29,0.922
30,0.938
