run,time
1,0.037
2,0.039
3,0.039
4,0.036
5,0.035
6,0.037
7,0.034
8,0.036
9,0.035
10,0.037
11,0.036
12,0.039
13,0.037
14,0.034
15,0.036
16,0.038
17,0.034
18,0.036
19,0.036
20,0.035
21,0.036
22,0.034
23,0.036
24,0.036
25,0.036
26,0.036
27,0.036
28,0.039
29,0.038
30,0.035
