run,time
1,1.372
2,0.688
3,0.682
4,0.535
5,0.522
6,0.486
7,0.887
8,0.617
9,0.522
10,0.558
11,0.500
12,0.524
13,0.512
14,0.558
15,0.684
16,1.009
17,0.558
18,0.561
19,0.506
20,0.526
21,0.484
22,0.539
23,0.524
24,0.536
25,0.912
26,0.686
27,0.543
28,0.590
29,0.528
30,0.565
