run,time
1,0.481
2,0.517
3,0.201
4,0.173
5,0.246
6,0.177
7,0.288
8,0.159
9,0.173
10,0.207
11,0.182
12,0.258
13,0.255
14,0.375
15,0.546
16,0.243
17,0.212
18,0.279
19,0.222
20,0.186
21,0.296
22,0.333
23,0.191
24,0.214
25,0.228
26,0.195
27,0.258
28,0.19
29,0.243
30,0.262
