run,time
1,4.214
2,4.367
3,4.736
4,4.527
5,4.273
6,4.449
7,4.162
8,4.042
9,4.301
10,4.129
11,4.153
12,4.344
13,4.199
14,4.223
15,4.25
16,4.285
17,4.214
18,4.229
19,4.314
20,4.354
21,4.458
22,4.099
23,4.424
24,4.158
25,4.229
26,4.171
27,4.28
28,5.234
29,4.391
30,4.394
