run,time
1,0.802
2,0.691
3,0.715
4,0.765
5,0.741
6,0.765
7,0.748
8,0.731
9,0.783
10,0.755
11,0.81
12,0.785
13,0.779
14,0.737
15,0.776
16,0.725
17,0.746
18,0.806
19,0.72
20,0.671
21,0.734
22,0.754
23,0.726
24,0.725
25,0.83
26,0.77
27,0.742
28,0.711
29,0.733
30,0.712
