run,time
1,0.635
2,0.608
3,0.507
4,0.632
5,0.6
6,0.597
7,0.642
8,0.617
9,0.566
10,0.696
11,0.657
12,0.641
13,0.655
14,0.605
15,0.665
16,0.629
17,0.558
18,0.576
19,0.601
20,0.635
21,0.554
22,0.615
23,0.603
24,0.598
25,0.598
26,0.681
27,0.618
28,0.632
29,0.678
30,0.594
