run,time
1,1.159
2,0.887
3,0.928
4,0.95
5,1.183
6,0.889
7,0.965
8,1.082
9,0.854
10,0.881
11,0.988
12,1.067
13,0.958
14,1.027
15,0.884
16,0.931
17,1.453
18,0.911
19,0.87
20,0.781
21,0.925
22,0.913
23,1.003
24,0.941
25,1.227
26,0.981
27,0.963
28,1.018
29,0.97
30,1.57
