run,time
1,0.77
2,0.783
3,0.714
4,0.833
5,0.85
6,1.191
7,0.716
8,0.85
9,0.708
10,0.684
11,0.713
12,0.767
13,0.985
14,0.681
15,0.73
16,0.754
17,0.737
18,0.789
19,0.718
20,1.031
21,0.808
22,0.728
23,0.657
24,0.797
25,0.844
26,0.84
27,0.84
28,0.864
29,0.795
30,0.685
