run,time
1,0.503
2,0.567
3,0.503
4,0.489
5,0.632
6,0.58
7,0.587
8,1.036
9,0.54
10,0.564
11,0.533
12,0.561
13,0.517
14,0.541
15,0.553
16,0.581
17,0.607
18,0.62
19,0.656
20,0.56
21,0.552
22,0.548
23,0.536
24,0.56
25,0.56
26,0.535
27,1.133
28,0.582
29,0.55
30,0.672
