run,time
1,0.742
2,0.699
3,0.698
4,0.693
5,0.666
6,0.722
7,0.716
8,0.699
9,0.712
10,0.724
11,0.701
12,0.671
13,0.64
14,0.689
15,0.682
16,0.664
17,0.695
18,0.675
19,0.701
20,0.621
21,0.701
22,0.756
23,0.789
24,0.673
25,0.693
26,0.677
27,0.665
28,0.669
29,0.689
30,0.72
