run,time
1,0.641
2,0.641
3,0.652
4,0.671
5,0.692
6,0.636
7,0.634
8,0.647
9,0.639
10,0.621
11,0.644
12,0.656
13,0.634
14,0.639
15,0.597
16,0.63
17,0.612
18,0.638
19,0.624
20,0.669
21,0.651
22,0.625
23,0.647
24,0.652
25,0.704
26,0.629
27,0.624
28,0.627
29,0.641
30,0.588
