run,time
1,0.8
2,0.801
3,0.777
4,0.825
5,0.778
6,0.835
7,0.768
8,0.789
9,0.801
10,0.759
11,0.804
12,0.818
13,0.793
14,0.811
15,0.853
16,0.845
17,0.845
18,0.816
19,0.833
20,0.783
21,0.789
22,0.753
23,0.819
24,0.774
25,0.788
26,0.801
27,0.776
28,0.789
29,0.704
30,0.788
