run,time
1,0.06
2,0.064
3,0.067
4,0.065
5,0.063
6,0.062
7,0.062
8,0.065
9,0.062
10,0.067
11,0.062
12,0.063
13,0.062
14,0.063
15,0.055
16,0.06
17,0.058
18,0.082
19,0.079
20,0.077
21,0.059
22,0.057
23,0.057
24,0.068
25,0.066
26,0.064
27,0.06
28,0.063
29,0.061
30,0.062
