run,time
1,0.632
2,0.607
3,0.614
4,0.662
5,0.617
6,0.581
7,0.61
8,0.679
9,0.651
10,0.631
11,0.644
12,0.657
13,0.631
14,0.636
15,0.656
16,0.665
17,0.66
18,0.639
19,0.66
20,0.618
21,0.659
22,0.64
23,0.608
24,0.637
25,0.659
26,0.643
27,0.701
28,0.655
29,0.661
30,0.648
