run,time
1,1.149
2,1.194
3,1.181
4,1.183
5,1.185
6,1.192
7,1.181
8,1.275
9,1.179
10,1.165
11,1.182
12,1.173
13,1.217
14,1.187
15,1.129
16,1.143
17,1.221
18,1.25
19,1.187
20,1.229
21,1.22
22,1.205
23,1.19
24,1.204
25,1.182
26,1.244
27,1.228
28,1.182
29,1.191
30,1.222
