run,time
1,0.037
2,0.036
3,0.033
4,0.033
5,0.036
6,0.039
7,0.033
8,0.037
9,0.036
10,0.04
11,0.037
12,0.035
13,0.036
14,0.036
15,0.037
16,0.036
17,0.033
18,0.035
19,0.039
20,0.033
21,0.036
22,0.034
23,0.038
24,0.035
25,0.039
26,0.039
27,0.045
28,0.035
29,0.036
30,0.036
