run,time
1,0.624
2,0.642
3,0.614
4,0.647
5,0.836
6,0.676
7,0.645
8,0.62
9,0.635
10,0.634
11,0.938
12,0.643
13,0.636
14,0.63
15,0.645
16,0.698
17,0.692
18,0.637
19,0.644
20,0.603
21,0.645
22,0.694
23,0.63
24,0.656
25,0.691
26,0.65
27,0.703
28,0.631
29,0.678
30,0.685
