run,time
1,0.597
2,0.624
3,0.562
4,0.613
5,0.527
6,0.539
7,0.555
8,0.527
9,0.668
10,0.571
11,0.552
12,0.552
13,0.52
14,0.572
15,0.497
16,0.566
17,0.57
18,0.711
19,0.73
20,0.56
21,0.533
22,0.594
23,0.623
24,0.503
25,0.588
26,0.594
27,0.53
28,0.758
29,0.641
30,0.898
