run,time
1,1.602
2,1.634
3,1.524
4,1.59
5,1.654
6,1.643
7,2.313
8,1.767
9,1.625
10,1.958
11,1.592
12,1.73
13,1.735
14,1.652
15,1.773
16,1.626
17,1.735
18,1.697
19,1.716
20,1.582
21,1.705
22,1.66
23,1.568
24,1.605
25,1.547
26,2.059
27,1.545
28,1.566
29,1.68
30,1.586
