run,time
1,0.646
2,0.768
3,0.658
4,0.632
5,0.556
6,0.661
7,0.831
8,0.603
9,0.576
10,0.592
11,0.596
12,0.599
13,0.577
14,0.601
15,0.57
16,0.613
17,0.54
18,0.603
19,0.626
20,0.65
21,0.772
22,0.594
23,0.592
24,0.573
25,0.596
26,0.628
27,0.606
28,0.522
29,0.541
30,0.723
