run,time
1,0.55
2,0.689
3,0.594
4,0.61
5,0.653
6,0.738
7,0.603
8,0.638
9,1.054
10,0.489
11,0.603
12,0.568
13,0.553
14,0.584
15,0.523
16,1.235
17,0.694
18,0.697
19,0.701
20,0.584
21,0.611
22,0.509
23,0.611
24,0.591
25,0.512
26,0.889
27,0.529
28,0.587
29,0.553
30,0.548
