run,time
1,0.821
2,0.675
3,0.818
4,0.698
5,1.01
6,0.945
7,0.794
8,0.789
9,0.933
10,0.897
11,0.97
12,0.887
13,0.822
14,0.9
15,1.345
16,0.891
17,0.981
18,0.852
19,1.126
20,1.083
21,1.132
22,0.869
23,0.819
24,0.882
25,1.245
26,0.879
27,0.876
28,0.824
29,0.803
30,0.848
