run,time
1,0.535
2,0.577
3,0.66
4,0.798
5,0.534
6,0.727
7,0.758
8,0.615
9,0.615
10,0.584
11,0.509
12,0.878
13,0.616
14,0.581
15,0.717
16,0.572
17,0.554
18,0.531
19,0.536
20,0.758
21,1.104
22,0.612
23,0.633
24,0.509
25,0.713
26,0.609
27,0.5
28,0.536
29,0.842
30,0.733
