run,time
1,0.611
2,0.541
3,0.515
4,0.609
5,0.941
6,0.689
7,0.646
8,0.783
9,0.626
10,0.595
11,0.612
12,0.526
13,0.66
14,0.613
15,0.537
16,0.58
17,0.597
18,0.587
19,0.687
20,0.546
21,0.515
22,0.804
23,0.643
24,0.58
25,0.566
26,0.57
27,0.664
28,0.58
29,0.6
30,0.562
