run,time
1,0.666
2,0.715
3,1.039
4,0.544
5,0.537
6,0.589
7,0.651
8,0.65
9,0.562
10,0.596
11,0.601
12,0.587
13,0.611
14,0.657
15,0.628
16,0.672
17,0.591
18,0.684
19,0.609
20,0.631
21,0.584
22,0.656
23,0.523
24,0.522
25,0.65
26,0.752
27,0.544
28,1.004
29,0.606
30,0.672
