run,time
1,0.750
2,0.702
3,0.661
4,0.892
5,0.690
6,0.787
7,0.720
8,0.719
9,0.760
10,0.676
11,1.026
12,0.679
13,0.608
14,0.659
15,1.100
16,0.648
17,0.804
18,1.082
19,0.730
20,0.685
21,0.658
22,0.736
23,0.647
24,0.743
25,1.132
26,0.710
27,0.755
28,0.676
29,0.654
30,0.776
