run,time
1,0.295
2,0.277
3,0.262
4,0.278
5,0.251
6,0.277
7,0.346
8,0.293
9,0.339
10,0.33
11,0.273
12,0.243
13,0.259
14,0.25
15,0.262
16,0.273
17,0.305
18,0.275
19,0.274
20,0.258
21,0.207
22,0.351
23,0.635
24,0.399
25,0.3
26,0.292
27,0.319
28,0.146
29,0.412
30,0.281
