run,time
1,0.497
2,0.617
3,0.52
4,0.633
5,0.673
6,0.582
7,0.576
8,0.523
9,0.544
10,0.531
11,0.676
12,0.53
13,0.525
14,0.556
15,0.545
16,0.629
17,0.721
18,0.64
19,0.653
20,0.6
21,0.632
22,0.599
23,0.687
24,0.634
25,0.646
26,0.596
27,0.582
28,0.58
29,0.561
30,0.614
