run,time
1,0.212
2,0.178
3,0.234
4,0.188
5,0.301
6,0.211
7,0.161
8,0.278
9,0.629
10,0.234
11,0.2
12,0.307
13,0.209
14,0.234
15,0.24
16,0.312
17,0.328
18,0.225
19,0.301
20,0.178
21,0.325
22,0.165
23,0.257
24,0.38
25,0.228
26,0.194
27,0.343
28,0.279
29,0.701
30,0.212
