run,time
1,0.243
2,0.197
3,0.198
4,0.255
5,0.151
6,0.294
7,0.32
8,0.227
9,0.463
10,0.775
11,0.306
12,0.265
13,0.256
14,0.233
15,0.304
16,0.359
17,0.564
18,0.44
19,0.214
20,0.28
21,0.267
22,0.217
23,0.176
24,0.38
25,0.272
26,0.219
27,0.232
28,0.309
29,0.208
30,0.157
