run,time
1,0.306
2,0.247
3,0.174
4,0.293
5,0.219
6,0.2
7,0.251
8,0.401
9,0.3
10,0.269
11,0.303
12,0.213
13,0.181
14,0.239
15,0.184
16,0.249
17,0.252
18,0.198
19,0.26
20,0.254
21,0.324
22,0.264
23,0.232
24,0.236
25,0.198
26,0.205
27,0.233
28,0.229
29,0.234
30,0.198
