run,time
1,4.148
2,3.909
3,4.036
4,4.026
5,4.309
6,4.189
7,3.949
8,4.18
9,4.067
10,3.947
11,4.032
12,3.961
13,3.947
14,4.36
15,4.167
16,4.128
17,4.04
18,4.127
19,4.061
20,4.19
21,4.157
22,3.991
23,3.983
24,4.066
25,4.089
26,3.995
27,3.929
28,3.923
29,4.079
30,3.963
