run,time
1,0.662
2,0.666
3,0.662
4,0.669
5,0.614
6,0.688
7,0.706
8,0.708
9,0.622
10,0.706
11,0.631
12,0.691
13,0.697
14,0.692
15,0.732
16,0.735
17,0.732
18,0.708
19,0.707
20,0.682
21,0.649
22,0.646
23,0.706
24,0.668
25,0.709
26,0.602
27,0.728
28,0.731
29,0.678
30,0.667
