run,time
1,0.602
2,0.592
3,0.567
4,0.629
5,0.599
6,0.674
7,0.658
8,0.628
9,0.599
10,0.656
11,0.646
12,0.652
13,0.618
14,0.591
15,0.639
16,0.631
17,0.692
18,0.697
19,0.594
20,0.618
21,0.655
22,0.616
23,0.591
24,0.623
25,0.61
26,0.656
27,0.632
28,0.702
29,0.818
30,0.734
